Area Schedule (PROPOSTA 01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Comments,Name,Number,Perimeter,QUADRA,TIPO DE MACROÁREA,% MÍNIMO,Acréscimo de Área,Area Type,Count,Export to IFC,Export to IFC As,IFC Predefined Type,IfcGUID,Image,Level,P_Purge em DataBase,P_Transformar em Floor,P_Transformar em SHP,P_Verificar Arredondamento,P_Área de Projeto,01.NATUREZA,02.LOTE,03.ZONEAMENTO,04.ÁREA DE LOTE,05.ÁREA REMANESCENTE,06.PERDA POR ATINGIMENTO VIÁRIO,07.COEFICIENTE DE APROVEITAMENTO,08.C.A. RESTANTE,09.ÁREA CONSTRUÍVEL RESTANTE,10.ÁREA CONSTRUÍVEL DO ÍNDICE,11.ÁREA CONSUMIDA DO C.A.,12.ÁREA CONSTRUÍDA TOTAL,13.ÁREA CONSTRUÍDA ABERTA,14.ÁREA CONSTRUÍDA FECHADA,15.ÁREA PRIVATIVA TOTAL,16.PAVIMENTOS TOTAIS,17.ÁREA INDIVIDUAL PAV. SUBSOLO,18.ÁREA INDIVIDUAL PAV. BASE,19.ÁREA INDIVIDUAL PAV. BASE DIFERENCIADO,20.ÁREA INDIVIDUAL PAV. TORRE,21.ÁREA INDIVIDUAL PAV. ÁTICO,22.ÁREA SOMADA PAVIMENTOS SUBSOLOS,23.ÁREA SOMADA PAVIMENTOS BASE,24.ÁREA SOMADA PAVIMENTOS TORRE,25.ÁREA TOTAL INDEFINIDA,26.ÁREA TOTAL COMERCIAL,27.ÁREA TOTAL ESTACIONAMENTO,28.ÁREA TOTAL RESIDENCIAL,29.ÁREA TOTAL DE LAZER,30.ÁREA TOTAL TÉCNICA,31.ÁREA ABERTA TOTAL INDEFINIDA,32.ÁREA ABERTA TOTAL COMERCIAL,33.ÁREA ABERTA TOTAL ESTACIONAMENTO,34.ÁREA ABERTA TOTAL RESIDENCIAL,35.ÁREA ABERTA TOTAL LAZER,36.ÁREA ABERTA TOTAL TÉCNICA,37.ÁREA TOTAL RESIDENCIAL PRIVATIVA,38.ÁREA TOTAL COMERCIAL PRIVATIVA,39.TOTAL DE UNIDADES,40.ÁREA DAS UNIDADES,41.VAGAS PARA X/m² DE COMÉRCIO,42.DEMANDA - VAGAS DE COMÉRCIO,43.VAGAS POR UNIDADE,44.DEMANDA - VAGAS PARA RESIDENCIAL,45.VAGAS PARA UNIDADES VISITANTES,46.VAGAS TOTAIS DEMANDA,47.TOTAL DE VAGAS,48.CAMPO RESERVA A,49.CAMPO RESERVA B,50.CAMPO RESERVA C,51.CAMPO RESERVA D,52.CAMPO RESERVA E,53.C.A. UTILIZADO,54.PERCENTUAL PRIVATIVO FECHADO DO TERRENO,55.PERCENTUAL PRIVATIVO FECHADO DA AREA CONSTRUIDA,56.PERCENTUAL FECHADO DO INDEFINIDO,57.PERCENTUAL FECHADO DO COMERCIAL,58.PERCENTUAL FECHADO DO ESTACIONAMENTO,59.PERCENTUAL FECHADO DO RESIDENCIAL,60.PERCENTUAL FECHADO DO LAZER,61.PERCENTUAL FECHADO DO TÉCNICO,62.TO SUBSOLO LIMITE,63.TO BASE LIMITE,64.TO TORRE LIMITE,65.TO SUBSOLO PROJETO,66.TO BASE PROJETO,67.TO TORRE PROJETO,68.PERCENTUAL PRIVATIVO RES DO PRIVATIVO,69.PERCENTUAL PRIVATIVO COMERCIAL DO PRIVATIVO,70.AREA INDEFINIDA ABERTA E FECHADA,71.AREA COMERCIAL ABERTA E FECHADA,72.AREA ESTACIONAMENTO ABERTA E FECHADA,73.AREA RESIDENCIAL ABERTA E FECHADA,74.AREA LAZER ABERTA E FECHADA,75.AREA TECNICA ABERTA E FECHADA,_VÉRTICES,VIAS_02.NOME,VIAS_03.TIPO DE VIA,VIAS_04.RUA,VIAS_05.RUA PROJETADA,VIAS_06.CALÇADA,VIAS_07.CALÇADA PROJETADA,VIAS_08.RUA ÁREA VERDE,VIAS_09.RUA PAVIMENTAÇÃO,VIAS_10.RUA MEIO-FIO,VIAS_11.RUA PROJETADA ÁREA VERDE,VIAS_12.RUA PROJETADA PAVIMENTAÇÃO,VIAS_13.RUA PROJETADA MEIO-FIO,VIAS_14.CALÇADA ÁREA VERDE,VIAS_15.CALÇADA PAVIMENTAÇÃO,VIAS_16.CALÇADA MEIO-FIO,VIAS_17.CALÇADA PROJETADA ÁREA VERDE,VIAS_18.CALÇADA PROJETADA PAVIMENTAÇÃO,VIAS_19.CALÇADA PROJETADA MEIO-FIO,VIAS_20._CICLOVIA ÁREA,VIAS_21._CICLOVIA ÁREA PROJETADA,VIAS_22._ONIBUS ÁREA,VIAS_23._ONIBUS ÁREA PROJETADA,VIAS_24._VLT ÁREA,VIAS_25._VLT ÁREA PROJETADA,VIAS_26._ESTACIONAMENTO ÁREA,VIAS_27._ESTACIONAMENTO ÁREA PROJETADA,VIAS_28.__CAMPO RESERVA VIA A,VIAS_29.__CAMPO RESERVA VIA B,VIAS_30.__CAMPO RESERVA VIA C,VIAS_31.__CAMPO RESERVA VIA D,VIAS_32.__CAMPO RESERVA VIA E,VIAS_33.CALCADA AREA ASFALTAVEL,VIAS_34.CALCADA PROJETADA AREA ASFALTAVEL,VIAS_35.RUA AREA ASFALTAVEL,VIAS_36.RUA PROJETADA AREA ASFALTAVEL,VIAS_37.VIA,VIAS_38.VIA AREA VERDE,VIAS_39.VIA ASFALTAVEL,VIAS_40.VIA MEIO FIO,VIAS_41.VIA PAVIMENTACAO,VIAS_42.VIA PROJETADA,VIAS_43.VIA PROJETADA AREA ASFALTAVEL,VIAS_44.VIA PROJETADA AREA VERDE,VIAS_45.VIA PROJETADA MEIO FIO,VIAS_46.VIA PROJETADA PAVIMENTACAO,VIAS_47.PERCENTUAL DE AREA ASFALTAVEL,VIAS_48.PERCENTUAL DE AREA VERDE,VIAS_49.PERCENTUAL DE CALCADA,VIAS_50.PERCENTUAL DE MEIO FIO,VIAS_51.PERCENTUAL DE PAVIMENTACAO,VIAS_52.PERCENTUAL DE RUA
5364.73 m²,LOTE,L-193,,373.41,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KU,,Level 1,,,No,,Yes,Lote,L-193,Z4,5364.78 m²,5364.78 m²,0.01 m²,0.93,0.329798,1769.29 m²,4989.25 m²,3219.96 m²,51.92 m²,0.87 m²,51.05 m²,2.59 m²,3,0.00 m²,0.98 m²,0.00 m²,1609.43 m²,0.11 m²,0.00 m²,0.98 m²,3218.87 m²,0.00 m²,3.05 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,0.87 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,2.59 m²,0,0.00 m²,40.00 m²,1,1,0,0,1,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.600202,0.048302,5.076163,0,5.971957,0,0,0,94.028043,30,30,30,0,0.01826,30,0,100,0.00 m²,3.92 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29111.39 m²,LOTE,L-194,,941.98,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KH,,Level 1,,,No,,Yes,,,Z7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156.90 m²,LOTE,L-195,,392.66,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KG,,Level 1,,,No,,Yes,Lote,L-195,Z4,6156.94 m²,6156.94 m²,0.00 m²,0.94,0,0.00 m²,5787.52 m²,5787.53 m²,7095.75 m²,1260.21 m²,5835.54 m²,4919.41 m²,3,0.00 m²,1847.09 m²,0.00 m²,1676.78 m²,586.88 m²,0.00 m²,1847.09 m²,3353.56 m²,0.00 m²,5787.54 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1260.21 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,4919.41 m²,0,0.00 m²,40.00 m²,123,1,0,0,123,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.94,79.900218,84.300836,0,99.177454,0,0,0,0.822546,30,30,30,0,30.000078,27.234027,0,100,0.00 m²,7047.75 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13488.23 m²,LOTE,L-196,,678.18,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KJ,,Level 1,,,No,,Yes,,,Z7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489.81 m²,LOTE,L-197,,184.49,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KI,,Level 1,,,No,,Yes,Lote,L-197,Z5,1489.80 m²,1489.81 m²,0.00 m²,2.25,0.700846,1044.12 m²,3352.06 m²,2307.94 m²,2994.30 m²,638.37 m²,2355.94 m²,1961.75 m²,2,0.00 m²,982.10 m²,0.00 m²,982.10 m²,343.74 m²,0.00 m²,982.10 m²,982.10 m²,0.00 m²,2307.94 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,638.37 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1961.75 m²,0,0.00 m²,40.00 m²,50,1,0,0,50,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.549153,131.678033,83.268204,0,97.962593,0,0,0,2.037407,80,80,80,0,65.921393,65.921393,0,100,0.00 m²,2946.30 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640.14 m²,LOTE,L-198,,261.7,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KL,,Level 1,,,No,,Yes,Lote,L-198,Z5,1640.15 m²,1640.15 m²,0.00 m²,0.42,0.003251,5.33 m²,688.86 m²,683.53 m²,1384.42 m²,652.89 m²,731.53 m²,581.00 m²,2,0.00 m²,656.06 m²,0.00 m²,24.30 m²,3.17 m²,0.00 m²,656.06 m²,24.30 m²,0.00 m²,683.53 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,652.89 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,581.00 m²,0,0.00 m²,40.00 m²,15,1,0,0,15,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.416749,35.42358,79.422633,0,93.438392,0,0,0,6.561608,40,40,40,0,40.000098,1.481431,0,100,0.00 m²,1336.42 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19170.11 m²,LOTE,L-199,,1130.11,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KK,,Level 1,,,No,,Yes,,,Z7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064.45 m²,LOTE,L-200,,464.66,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KN,,Level 1,,,No,,Yes,Lote,L-200,Z4,10064.55 m²,10064.55 m²,0.00 m²,0.93,0,0.00 m²,9360.03 m²,9360.03 m²,11483.07 m²,2075.02 m²,9408.05 m²,7956.04 m²,3,0.00 m²,3019.38 m²,0.00 m²,2698.15 m²,944.35 m²,0.00 m²,3019.38 m²,5396.30 m²,0.00 m²,9360.05 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,2075.02 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,7956.04 m²,0,0.00 m²,40.00 m²,199,1,0,0,199,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.93,79.050147,84.566329,0,99.489798,0,0,0,0.510202,30,30,30,0,30.000119,26.808469,0,100,0.00 m²,11435.07 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11086.48 m²,LOTE,L-201,,425.5,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KM,,Level 1,,,No,,Yes,Lote,L-201,Z4,11086.44 m²,11086.45 m²,-0.01 m²,0.78,0,0.00 m²,8647.42 m²,8647.42 m²,11228.80 m²,2533.37 m²,8695.43 m²,7350.32 m²,3,0.00 m²,3325.93 m²,0.00 m²,2264.46 m²,792.56 m²,0.00 m²,3325.93 m²,4528.93 m²,0.00 m²,8647.43 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,2533.37 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,7350.32 m²,0,0.00 m²,40.00 m²,184,1,0,0,184,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.78,66.300077,84.530788,0,99.447986,0,0,0,0.552014,30,30,30,0,30.000008,20.425505,0,100,0.00 m²,11180.80 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094.09 m²,LOTE,L-202,,701.68,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Kf,,Level 1,,,No,,Yes,Lote,L-202,Z3,10094.15 m²,10094.15 m²,0.00 m²,1.91,0,0.00 m²,19279.83 m²,19279.83 m²,25794.16 m²,6868.87 m²,18925.29 m²,16045.70 m²,4,0.00 m²,8042.88 m²,0.00 m²,3354.31 m²,1174.01 m²,0.00 m²,8042.88 m²,10062.94 m²,0.00 m²,18877.29 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,6868.87 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,16045.70 m²,0,0.00 m²,40.00 m²,402,1,0,0,402,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.91,158.960379,84.784415,0,99.746371,0,0,0,0.253629,95,95,95,0,79.678652,33.230274,0,100,0.00 m²,25746.16 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511.20 m²,LOTE,L-203,,253.35,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Ke,,Level 1,,,No,,Yes,Lote,L-203,Z4,2511.19 m²,2511.19 m²,0.00 m²,1,0.000729,1.83 m²,2511.19 m²,2509.36 m²,3050.76 m²,493.38 m²,2557.37 m²,2132.97 m²,3,0.00 m²,753.36 m²,0.00 m²,748.02 m²,259.97 m²,0.00 m²,753.36 m²,1496.03 m²,0.00 m²,2509.37 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,493.38 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,2132.97 m²,0,0.00 m²,40.00 m²,54,1,0,0,54,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.999271,84.938432,83.404614,0,98.123075,0,0,0,1.876925,30,30,30,0,29.999955,29.78724,0,100,0.00 m²,3002.76 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66849.92 m²,LOTE,L-204,,1597.91,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Kh,,Level 1,,,No,,Yes,,,Z7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490.09 m²,LOTE,L-205,,334.54,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Kg,,Level 1,,,No,,Yes,Lote,L-205,Z4,5490.12 m²,5490.12 m²,0.00 m²,1.06,0.055,301.96 m²,5819.53 m²,5517.57 m²,6636.15 m²,1070.57 m²,5565.57 m²,4689.94 m²,3,0.00 m²,1647.04 m²,0.00 m²,1647.04 m²,576.46 m²,0.00 m²,1647.04 m²,3294.07 m²,0.00 m²,5517.57 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1070.57 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,4689.94 m²,0,0.00 m²,40.00 m²,118,1,0,0,118,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.005,85.425014,84.266922,0,99.137555,0,0,0,0.862445,30,30,30,0,30.000005,30,0,100,0.00 m²,6588.15 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5317.62 m²,LOTE,L-206,,325.81,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Kj,,Level 1,,,No,,Yes,Lote,L-206,Z4,5317.61 m²,5317.61 m²,0.00 m²,1.03,0.025001,132.94 m²,5477.14 m²,5344.20 m²,6429.13 m²,1036.93 m²,5392.19 m²,4542.57 m²,3,0.00 m²,1595.28 m²,0.00 m²,1595.28 m²,558.35 m²,0.00 m²,1595.28 m²,3190.57 m²,0.00 m²,5344.19 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1036.93 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,4542.57 m²,0,0.00 m²,40.00 m²,114,1,0,0,114,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.004999,85.424913,84.243351,0,99.109824,0,0,0,0.890176,30,30,30,0,29.999981,30,0,100,0.00 m²,6381.13 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7084.32 m²,LOTE,L-207,,372.93,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Ki,,Level 1,,,No,,Yes,Lote,L-207,Z4,7084.31 m²,7084.32 m²,0.00 m²,1.06,0.054999,389.63 m²,7509.37 m²,7119.74 m²,8549.19 m²,1381.44 m²,7167.74 m²,6051.78 m²,3,0.00 m²,2125.30 m²,0.00 m²,2125.29 m²,743.85 m²,0.00 m²,2125.30 m²,4250.59 m²,0.00 m²,7119.74 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1381.44 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,6051.78 m²,0,0.00 m²,40.00 m²,152,1,0,0,152,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.005001,85.425092,84.430783,0,99.330333,0,0,0,0.669667,30,30,30,0,30.000023,30,0,100,0.00 m²,8501.19 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7357.44 m²,LOTE,L-208,,345.12,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Kl,,Level 1,,,No,,Yes,Lote,L-208,Z4,7357.46 m²,7357.47 m²,-0.01 m²,1.02,0.014999,110.36 m²,7504.61 m²,7394.26 m²,8876.97 m²,1434.71 m²,7442.26 m²,6285.12 m²,3,0.00 m²,2207.24 m²,0.00 m²,2207.24 m²,772.53 m²,0.00 m²,2207.24 m²,4414.48 m²,0.00 m²,7394.26 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1434.71 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,6285.12 m²,0,0.00 m²,40.00 m²,158,1,0,0,158,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.005001,85.425106,84.451779,0,99.355034,0,0,0,0.644966,30,30,30,0,30.00002,30,0,100,0.00 m²,8828.97 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7069.90 m²,LOTE,L-209,,345.41,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Kk,,Level 1,,,No,,Yes,Lote,L-209,Z4,7069.94 m²,7069.93 m²,0.00 m²,1.06,0.055,388.85 m²,7494.13 m²,7105.28 m²,8531.92 m²,1378.63 m²,7153.28 m²,6039.49 m²,3,0.00 m²,2120.98 m²,0.00 m²,2120.98 m²,742.35 m²,0.00 m²,2120.98 m²,4241.96 m²,0.00 m²,7105.28 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1378.63 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,6039.49 m²,0,0.00 m²,40.00 m²,151,1,0,0,151,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.005,85.424947,84.429633,0,99.328979,0,0,0,0.671021,30,30,30,0,29.999989,30,0,100,0.00 m²,8483.92 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850.17 m²,LOTE,L-210,,359.04,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KX,,Level 1,,,No,,Yes,Lote,L-210,Z4,7850.18 m²,7850.18 m²,0.00 m²,1.02,0.015001,117.76 m²,8007.18 m²,7889.42 m²,9468.19 m²,1530.78 m²,7937.41 m²,6706.00 m²,3,0.00 m²,2355.05 m²,0.00 m²,2355.05 m²,824.27 m²,0.00 m²,2355.05 m²,4710.11 m²,0.00 m²,7889.41 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1530.78 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,6706.00 m²,0,0.00 m²,40.00 m²,168,1,0,0,168,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.004999,85.424789,84.485978,0,99.395269,0,0,0,0.604731,30,30,30,0,29.999934,30,0,100,0.00 m²,9420.19 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7495.66 m²,LOTE,L-211,,356.66,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KW,,Level 1,,,No,,Yes,Lote,L-211,Z4,7495.66 m²,7495.66 m²,0.00 m²,1.09,0.085,637.13 m²,8170.27 m²,7533.14 m²,9042.79 m²,1461.65 m²,7581.14 m²,6403.17 m²,3,0.00 m²,2248.70 m²,0.00 m²,2248.70 m²,787.04 m²,0.00 m²,2248.70 m²,4497.40 m²,0.00 m²,7533.14 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1461.65 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,6403.17 m²,0,0.00 m²,40.00 m²,161,1,0,0,161,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.005,85.424975,84.461822,0,99.36685,0,0,0,0.63315,30,30,30,0,29.99999,30,0,100,0.00 m²,8994.79 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993.35 m²,LOTE,L-212,,280.41,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KZ,,Level 1,,,No,,Yes,Lote,L-212,Z4,4993.37 m²,4993.37 m²,0.00 m²,1,0,0.00 m²,4993.37 m²,4993.37 m²,6018.80 m²,977.43 m²,5041.38 m²,4244.37 m²,3,0.00 m²,1498.01 m²,0.00 m²,1487.39 m²,520.58 m²,0.00 m²,1498.01 m²,2974.78 m²,0.00 m²,4993.38 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,977.43 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,4244.37 m²,0,0.00 m²,40.00 m²,107,1,0,0,107,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1,85.000115,84.190698,0,99.04788,0,0,0,0.95212,30,30,30,0,29.999986,29.787265,0,100,0.00 m²,5970.80 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114.40 m²,LOTE,L-213,,313.73,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0KY,,Level 1,,,No,,Yes,Lote,L-213,Z4,6114.43 m²,6114.42 m²,0.01 m²,1.31,0.305002,1864.91 m²,8009.91 m²,6145.00 m²,7385.30 m²,1192.31 m²,6192.99 m²,5223.24 m²,3,0.00 m²,1834.33 m²,0.00 m²,1834.33 m²,642.01 m²,0.00 m²,1834.33 m²,3668.65 m²,0.00 m²,6144.99 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1192.31 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,5223.24 m²,0,0.00 m²,40.00 m²,131,1,0,0,131,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.004999,85.424828,84.341191,0,99.22493,0,0,0,0.77507,30,30,30,0,29.999974,30,0,100,0.00 m²,7337.30 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598.98 m²,LOTE,L-214,,329.07,,Lote,0.65,,Building Common Area,1,By Type,,,0DXu4tcnT7VfY8rCavS0Kb,,Level 1,,,No,,Yes,Lote,L-214,Z4,6598.98 m²,6598.98 m²,0.00 m²,1.14,0.135001,890.87 m²,7522.84 m²,6631.97 m²,7966.77 m²,1286.80 m²,6679.97 m²,5637.17 m²,3,0.00 m²,1979.69 m²,0.00 m²,1979.69 m²,692.89 m²,0.00 m²,1979.69 m²,3959.39 m²,0.00 m²,6631.97 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,0.00 m²,1286.80 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,5637.17 m²,0,0.00 m²,40.00 m²,141,1,0,0,141,0,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,1.004999,85.424917,84.389219,0,99.281434,0,0,0,0.718566,30,30,30,0,29.99999,30,0,100,0.00 m²,7918.77 m²,0.00 m²,0.00 m²,0.00 m²,48.00 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
